School_code|AgeID|School_name|Street|Town_suburb|Postcode|Phone|School_Email|Fax|Student_number|Indigenous_pct|LBOTE_pct|ICSEA_value|Level_of_schooling|Selective_school|Opportunity_class|School_specialty_type|School_subtype|Support_classes|Preschool_ind|Distance_education|Intensive_english_centre|School_gender|Late_opening_school|Date_1st_teacher|LGA|Electorate|Fed_electorate|Operational_directorate|Principal_network|FACS_district|Local_health_district|AECG_region|ASGS_remoteness|Latitude|Longitude|Assets unit|Date_extracted
3798|9149|New Lambton South Public School|St James Rd|New Lambton |2305|4957 1168|newlambtos-p.school@det.nsw.edu.au|4956 2458|453.0|4.0|15.0|1070|Primary School|Not Selective|Y|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1950-01-01|Newcastle (C)|Charlestown|Newcastle|Tamworth|Newcastle|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.931487|151.717578|Hunter/Central Coast|2017-11-03
3808|8556|Chullora Public School|Norfolk & Waterloo Rds|Greenacre |2190|9642 4266|chullora-p.school@det.nsw.edu.au|9742 5943|307.0|np|98.0|930|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-01-01|Bankstown (C)|Lakemba|Watson|Ultimo|Canterbury|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.895371|151.060249|South Western Sydney|2017-11-03
3820|10000|Tarrawanna Public School|Kendall St|Tarrawanna |2518|4284 4399|tarrawanna-p.school@det.nsw.edu.au|4285 1389|124.0|19.0|21.0|940|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-01-01|Wollongong (C)|Keira|Cunningham|Wagga Wagga|Wollongong North|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.380764|150.890246|Southern NSW|2017-11-03
3822|8664|Sutherland North Public School|Auburn St|Sutherland |2232|9521 2226|sutherlann-p.school@det.nsw.edu.au|9545 1715|265.0|np|23.0|1046|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1948-05-01|Sutherland Shire (A)|Heathcote|Hughes|Ultimo|Woronora River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.026785|151.067084|Sydney|2017-11-03
3824|10977|Bathurst West Public School|Suttor St|Bathurst |2795|6331 1142|bathurstw-p.school@det.nsw.edu.au|6332 2319|431.0|19.0|7.0|919|Primary School|Not Selective|Y|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1954-05-01|Bathurst Regional (A)|Bathurst|Calare|Wagga Wagga|Bathurst|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Inner Regional Australia|-33.411002|149.559746|North Western NSW|2017-11-03
3826|9938|Gwynneville Public School|10 Acacia St|Gwynneville |2500|4229 5728|gwynnevill-p.school@det.nsw.edu.au|4226 5058|232.0|5.0|60.0|1057|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1951-09-01|Wollongong (C)|Wollongong|Cunningham|Wagga Wagga|Wollongong North|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.417233|150.879364|Southern NSW|2017-11-03
3827|7705|Narraweena Public School|McIntosh Rd|Dee Why |2099|9971 5778|narraween-p.school@det.nsw.edu.au|9982 5594|482.0|np|33.0|1056|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1951-01-01|Warringah (A)|Wakehurst|Mackellar|Macquarie Park|Warringah|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.7492|151.273639|Northern Sydney|2017-11-03
3829|8644|Jannali Public School|107-121 Sutherland Road|Jannali|2226|9528 9315|jannali-p.school@det.nsw.edu.au|9528 3607|135.0|np|18.0|1037|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1944-01-01|Sutherland Shire (A)|Miranda|Hughes|Ultimo|Woronora River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.017945|151.060909|Sydney|2017-11-03
3830|8627|Ramsgate Public School|Chuter Ave|Ramsgate |2217|9529 7267|ramsgate-p.school@det.nsw.edu.au|9529 8116|570.0|2.0|63.0|1044|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1929-01-01|Rockdale (C)|Rockdale|Cook|Ultimo|Georges River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.981431|151.143549|Sydney|2017-11-03
3831|16203|Chalmers Road School|Chalmers Rd|Strathfield |2135|9746 6202|chalmersrd-s.school@det.nsw.edu.au|9764 1996|65.0|np|81.0||Schools for Specific Purposes|Not Selective|N|Comprehensive|Medium / High Support needs||N|N|N|Coed|N|1920-05-01|Strathfield (A)|Strathfield|Reid|Ultimo|Strathfield|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan South West|Major Cities of Australia|-33.879569|151.081613|South Western Sydney|2017-11-03
3833|4923|Wahroonga Public School|71 Burns Rd|Wahroonga |2076|9489 3086|wahroonga-p.school@det.nsw.edu.au|9489 7322|714.0|np|38.0|1168|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1944-01-01|Ku-ring-gai (A)|Ku-ring-gai|Bradfield|Macquarie Park|Hornsby|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.715583|151.128476|Northern Sydney|2017-11-03
3840|7843|Parramatta East Public School|Brabyn St|Parramatta |2150|9630 2127|parramatte-p.school@det.nsw.edu.au|9683 5942|503.0|np|81.0|1070|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1949-01-01|Parramatta (C)|Parramatta|Parramatta|Macquarie Park|Parramatta|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.806081|151.017766|Western Sydney|2017-11-03
3846|6136|Melrose Park Public School|110 Wharf Rd|West Ryde |2114|9874 4669|melrosepk-p.school@det.nsw.edu.au|9804 7534|197.0|np|30.0|1086|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1945-01-01|Parramatta (C)|Parramatta|Bennelong|Macquarie Park|Hornsby|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan North|Major Cities of Australia|-33.814849|151.071939|Northern Sydney|2017-11-03
3847|10976|Bathurst South Public School|Havannah St|Bathurst |2795|6331 1297|bathursts-p.school@det.nsw.edu.au|6332 1634|249.0|22.0|5.0|941|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1879-03-01|Bathurst Regional (A)|Bathurst|Calare|Wagga Wagga|Bathurst|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Inner Regional Australia|-33.432989|149.568873|North Western NSW|2017-11-03
3851|9032|Wallsend South Public School|Smith Rd|Wallsend |2287|4955 9963|wallsends-p.school@det.nsw.edu.au|4950 2179|559.0|7.0|13.0|1066|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-01-01|Newcastle (C)|Wallsend|Newcastle|Tamworth|Newcastle|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.920075|151.675241|Hunter/Central Coast|2017-11-03
3854|10859|Hazelbrook Public School|Great Western Hwy|Hazelbrook |2779|4758 6120|hazelbrook-p.school@det.nsw.edu.au|4758 8888|405.0|7.0|8.0|1031|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1946-05-01|Blue Mountains (C)|Blue Mountains|Macquarie|Macquarie Park|Blue Mountains|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.726554|150.459399|Western Sydney|2017-11-03
3855|7635|Turramurra Public School|Kissing Point Rd|Turramurra |2074|9983 9455|turramurra-p.school@det.nsw.edu.au|9983 9337|569.0|np|30.0|1161|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1953-01-01|Ku-ring-gai (A)|Ku-ring-gai|Bradfield|Macquarie Park|Hornsby|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.745258|151.114305|Northern Sydney|2017-11-03
3856|9902|Wyrallah Road Public School|152 Nielson St|Lismore |2480|6621 3363|wyrallahrd-p.school@det.nsw.edu.au|6622 2952|513.0|12.0|8.0|976|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-01-01|Lismore (C)|Lismore|Page|Tamworth|Lismore|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Inner Regional Australia|-28.830301|153.293261|North Coast|2017-11-03
3860|10033|Oak Flats Public School|Griffiths St|Oak Flats |2529|4256 1405|oakflats-p.school@det.nsw.edu.au|4256 1800|432.0|8.0|8.0|960|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||Y|N|N|Coed|N|1952-01-01|Shellharbour (C)|Shellharbour|Whitlam|Wagga Wagga|Wollongong|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.56257|150.817546|Southern NSW|2017-11-03
3862|7740|Denistone East Public School|Lovell Rd|Eastwood |2122|9874 6678|denistonee-p.school@det.nsw.edu.au|9858 5300|751.0|np|77.0|1139|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1950-06-01|Ryde (C)|Ryde|Bennelong|Macquarie Park|North Sydney|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.7943|151.096571|Northern Sydney|2017-11-03
3863|7732|Meadowbank Public School|Thistle St|Ryde |2112|9809 3648|meadowbank-p.school@det.nsw.edu.au|9807 2121|324.0|np|63.0|1116|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1950-08-01|Ryde (C)|Ryde|Bennelong|Macquarie Park|Hornsby|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.817807|151.097677|Northern Sydney|2017-11-03
3864|9395|Uralla Central School|Park St|Uralla |2358|6778 4204|uralla-c.school@det.nsw.edu.au|6778 5090|310.0|24.0|4.0|912|Central/Community School|Not Selective|N|Comprehensive|Kinder to Year 12||N|N|N|Coed|N|1862-01-01|Uralla (A)|Northern Tablelands|New England|Tamworth|Northern Tablelands|Hunter New England & Central Coast|Hunter New England|North Western 2|Outer Regional Australia|-30.641511|151.494437|North Western NSW|2017-11-03
3866|10001|Towradgi Public School|Carters Lane|Fairy Meadow|2519|4284 4527|towradgi-p.school@det.nsw.edu.au|4284 8826|153.0|10.0|26.0|989|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1953-01-01|Wollongong (C)|Wollongong|Cunningham|Wagga Wagga|Wollongong North|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.388937|150.899966|Southern NSW|2017-11-03
3867|10026|Lake Illawarra South Public School|119-129 Reddall Parade|Lake Illawarra|2528|4295 1924|lakeillaws-p.school@det.nsw.edu.au|4297 2803|241.0|7.0|13.0|959|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1954-01-01|Shellharbour (C)|Shellharbour|Whitlam|Wagga Wagga|Wollongong|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.539523|150.859302|Southern NSW|2017-11-03
3869|8573|Yagoona Public School|425 Hume Hwy|Yagoona |2199|9790 3562|yagoona-p.school@det.nsw.edu.au|9796 1544|542.0|np|96.0|981|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-01-01|Bankstown (C)|Bankstown|Blaxland|Ultimo|Bankstown|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.909174|151.026716|South Western Sydney|2017-11-03
3871|16646|Wattle Grove Public School|Cressbrook Drive|Wattle Grove |2173|9731 1355|wattlegrov-p.school@det.nsw.edu.au|9731 1377|610.0|5.0|33.0|1029|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1953-01-01|Liverpool (C)|Holsworthy|Hughes|Ultimo|Glenfield|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.958654|150.937482|South Western Sydney|2017-11-03
3872|10073|Greenwell Point Public School|Greenwell Point Rd|Greenwell Point |2540|4447 1379|greenwelpt-p.school@det.nsw.edu.au|4447 1550|86.0|17.0|np|913|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1870-10-01|Shoalhaven (C)|South Coast|Gilmore|Wagga Wagga|South Coast|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Inner Regional Australia|-34.907445|150.730396|Southern NSW|2017-11-03
3873|7598|Dobroyd Point Public School|89 Waratah Street|Haberfield|2045|9797 8249|dobroydpt-p.school@det.nsw.edu.au||240.0|4.0|23.0|1152|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1937-02-01|Ashfield (A)|Summer Hill|Grayndler|Ultimo|Marrickville|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan East|Major Cities of Australia|-33.874416|151.140692|Sydney|2017-11-03
3874|9091|Kahibah Public School|Frith St|Kahibah |2290|4943 4501|kahibah-p.school@det.nsw.edu.au|4942 2590|330.0|3.0|12.0|1040|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1938-01-01|Lake Macquarie (C)|Charlestown|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.964902|151.713608|Hunter/Central Coast|2017-11-03
3875|8603|Narwee Public School|Broadarrow Rd|Narwee |2209|9153 9756|narwee-p.school@det.nsw.edu.au|9153 8729|298.0|7.0|69.0|995|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1950-01-01|Canterbury (C)|Oatley|Banks|Ultimo|Canterbury|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan South West|Major Cities of Australia|-33.948186|151.06865|South Western Sydney|2017-11-03
3876|9327|Muswellbrook South Public School|Maitland St|Muswellbrook |2333|6543 1896|muswellbrs-p.school@det.nsw.edu.au|6543 3475|549.0|32.0|6.0|834|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-01-01|Muswellbrook (A)|Upper Hunter|Hunter|Tamworth|Wollemi|Hunter New England & Central Coast|Hunter New England|Hunter|Inner Regional Australia|-32.274182|150.891943|Hunter/Central Coast|2017-11-03
3877|9998|Corrimal East Public School|PO Box 73|Corrimal|2518|4284 4582|corrimale-p.school@det.nsw.edu.au|4285 2715|212.0|4.0|13.0|995|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-01-01|Wollongong (C)|Keira|Cunningham|Wagga Wagga|Wollongong North|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.377988|150.906532|Southern NSW|2017-11-03
3881|16250|Mount St Thomas Public School|Taronga Ave|Wollongong |2500|4229 2192|mtstthomas-p.school@det.nsw.edu.au|4226 5086|335.0|3.0|19.0|1072|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-09-01|Wollongong (C)|Wollongong|Cunningham|Wagga Wagga|Wollongong North|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.436911|150.870048|Southern NSW|2017-11-03
3882|9355|Tamworth South Public School|Petra Ave|Tamworth |2340|6765 8426|tamworths-p.school@det.nsw.edu.au|6762 1225|650.0|35.0|2.0|882|Primary School|Not Selective|Y|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-05-01|Tamworth Regional (A)|Tamworth|New England|Tamworth|Tamworth|Hunter New England & Central Coast|Hunter New England|North Western 2|Inner Regional Australia|-31.105062|150.911701|North Western NSW|2017-11-03
3883|7814|Westmead Public School|Hawkesbury Rd|Westmead |2145|9635 7793|westmead-p.school@det.nsw.edu.au|9687 1108|1499.0|0.0|98.0|1139|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1917-04-01|Holroyd (C)|Granville|Parramatta|Macquarie Park|Holroyd|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.810171|150.985291|Western Sydney|2017-11-03
3885|7674|Mount Colah Public School|Telopea St|Mount Colah |2079|9477 3627|mtcolah-p.school@det.nsw.edu.au|9482 2528|445.0|np|15.0|1088|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1952-09-01|Hornsby (A)|Hornsby|Berowra|Macquarie Park|Hornsby|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.672947|151.115695|Northern Sydney|2017-11-03
3886|8568|McCallums Hill Public School|35-51 McCallum Street|Roselands|2196|9759 4396|mccallumhi-p.school@det.nsw.edu.au|9740 4245|389.0|np|81.0|992|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1928-07-01|Canterbury (C)|Canterbury|Watson|Ultimo|Canterbury|South Eastern Sydney, Northern Sydney & Sydney|Sydney|Metropolitan East|Major Cities of Australia|-33.934891|151.084758|Sydney|2017-11-03
3890|10427|Cooma North Public School|Baroona Ave|Cooma North |2630|6452 1742|coomanth-p.school@det.nsw.edu.au|6452 4267|327.0|4.0|8.0|986|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1953-01-01|Cooma-Monaro (A)|Monaro|Eden-Monaro|Wagga Wagga|Queanbeyan|Illawarra Shoalhaven & Southern NSW|Southern NSW|Lower South Coast|Inner Regional Australia|-36.217908|149.130576|Southern NSW|2017-11-03
3893|9151|Windale Public School|Kilfera St|Windale |2306|4948 8864|windale-p.school@det.nsw.edu.au|4948 9720|156.0|37.0|np|799|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||Y|N|N|Coed|N|1953-01-01|Lake Macquarie (C)|Charlestown|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.992372|151.678338|Hunter/Central Coast|2017-11-03
3895|9005|Cardiff South Public School|9 Lake Avenue|Cardiff South|2285|4954 7296|cardiffsth-p.school@det.nsw.edu.au|4956 5730|308.0|11.0|7.0|975|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||Y|N|N|Coed|N|1952-01-01|Lake Macquarie (C)|Lake Macquarie|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.953106|151.66521|Hunter/Central Coast|2017-11-03
3896|4929|Como West Public School|Wolger & Warraba Sts|Como |2226|9528 9007|comowest-p.school@det.nsw.edu.au|9528 3482|379.0|0.0|14.0|1105|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1950-01-01|Sutherland Shire (A)|Miranda|Hughes|Ultimo|Woronora River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.004744|151.060505|Sydney|2017-11-03
3897|9103|Hamilton North Public School|Jackson St|Broadmeadow |2292|4969 3695|hamiltonn-p.school@det.nsw.edu.au|4962 1190|163.0|6.0|7.0|1040|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1943-01-01|Newcastle (C)|Newcastle|Newcastle|Tamworth|Callaghan/Port Stephens|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.917442|151.734207|Hunter/Central Coast|2017-11-03
3898|8744|Marks Point Public School|Findon St|Marks Point |2280|4945 4433|markspoint-p.school@det.nsw.edu.au|4947 7842|156.0|13.0|np|940|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1954-01-01|Lake Macquarie (C)|Swansea|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-33.057486|151.650131|Hunter/Central Coast|2017-11-03
3903|11072|Glen Alice Public School|Beaumont St|Glen Alice |2849|6379 7208|glenalice-p.school@det.nsw.edu.au|6379 7342|8.0|np|np|866|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1884-08-01|Lithgow (C)|Bathurst|Calare|Wagga Wagga|Bathurst|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|North Western 1|Outer Regional Australia|-33.040623|150.214727|North Western NSW|2017-11-03
3904|8985|Argenton Public School|Montgomery St|Argenton |2284|4958 1805|argenton-p.school@det.nsw.edu.au|4958 2032|23.0|np|np|897|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1951-01-01|Lake Macquarie (C)|Lake Macquarie|Hunter|Tamworth|Lake Macquarie West|Hunter New England & Central Coast|Hunter New England|Hunter |Major Cities of Australia|-32.938493|151.629533|Hunter/Central Coast|2017-11-03
3905|6922|Pagewood Public School|Page St|Botany |2019|9316 9313|pagewood-p.school@det.nsw.edu.au|9316 4045|253.0|np|41.0|1093|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1950-06-01|Botany Bay (C)|Maroubra|Kingsford Smith|Ultimo|Botany Bay|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.942104|151.214172|Sydney|2017-11-03
3906|7713|Narrabeen North Public School|Namona St|North Narrabeen|2101|9913 7928|narranorth-p.school@det.nsw.edu.au|9913 7873|665.0|1.0|16.0|1080|Primary School|Not Selective|N|Comprehensive|Kinder to Year 6||N|N|N|Coed|N|1939-09-01|Pittwater (A)|Pittwater|Mackellar|Macquarie Park|Warringah|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.699095|151.298134|Northern Sydney|2017-11-03
